30893,225,3
P-163,U3,140,0,0,223,49,83
P-112,U3,71,49,0,138,112,79
P-148,U3,71,0,109,138,49,209
P-181,U3,71,49,79,129,106,177
P-360,U3,138,49,0,214,102,80
P-226,U3,138,102,0,210,162,74
P-136,U3,140,0,83,206,47,185
P-162,U3,138,49,80,203,95,184
P-207,U3,138,102,74,208,147,169
P-214,U3,0,62,0,61,120,81
P-236,U3,0,62,81,56,118,172
P-199,U3,61,112,0,128,170,73
P-353,U3,128,162,0,194,223,70
P-16,U3,61,112,73,124,160,166
P-23,U3,128,162,70,179,212,180
P-232,U3,0,170,0,67,217,84
P-222,U3,0,217,0,73,258,88
P-275,U3,0,258,0,74,303,77
P-352,U3,0,170,84,66,213,173
P-15,U3,0,120,0,60,169,84
P-216,U3,0,258,77,64,302,160
P-3,U3,0,120,84,51,162,185
P-69,U3,67,170,0,121,217,84
P-270,U3,0,62,172,52,109,242
P-117,U3,71,49,177,123,98,242
P-310,U3,0,170,173,59,213,238
P-147,U3,61,112,166,116,158,231
P-265,U3,74,223,0,132,270,60
P-345,U3,0,258,160,47,301,238
P-150,U3,138,49,184,192,91,242
P-1,U3,132,223,0,231,276,55
P-387,U3,132,223,55,228,265,102
P-326,U3,67,170,84,118,215,168
P-185,U3,132,223,102,199,265,202
P-393,U3,140,0,185,205,47,229
P-80,U3,74,223,60,117,267,145
P-164,U3,74,276,0,161,316,102
P-291,U3,74,276,102,155,316,176
P-167,U3,194,162,0,244,209,100
P-78,U3,161,276,0,235,318,104
P-205,U3,194,162,100,234,209,209
P-202,U3,161,276,104,213,316,198
P-257,U3,0,0,193,67,54,244
P-380,U3,138,102,169,194,143,231
P-44,U3,0,217,88,49,257,172
P-221,U3,67,170,168,116,214,236
P-206,U3,128,162,180,175,203,240
P-130,U3,74,276,176,152,316,221
P-177,U3,74,223,145,115,267,244
P-123,U3,0,217,172,43,257,234
P-92,U4,0,0,0,65,58,58
P-37,U4,65,0,0,116,76,59
P-248,U4,0,58,0,52,135,67
P-57,U4,116,0,0,175,64,83
P-26,U4,175,0,0,231,73,69
P-336,U4,0,58,67,49,130,135
P-363,U4,116,73,0,183,152,72
P-220,U4,0,58,135,44,129,239
P-305,U4,116,0,83,169,58,146
P-258,U4,0,135,0,71,190,82
P-315,U4,116,73,72,169,148,122
P-5,U4,183,73,0,241,137,88
P-172,U4,65,0,59,116,76,130
P-378,U4,183,137,0,236,226,59
P-327,U4,71,152,0,167,196,58
P-29,U4,0,190,0,62,276,53
P-169,U4,183,137,59,231,224,153
P-335,U4,62,196,0,119,291,91
P-27,U4,62,196,91,111,289,153
P-25,U4,0,190,53,53,267,97
P-12,U4,183,137,153,231,217,241
P-218,U4,119,196,0,178,273,90
P-75,U4,71,152,58,156,195,132
P-97,U4,116,0,146,169,53,239
P-313,U4,178,226,0,232,317,54
P-4,U4,119,196,90,175,271,198
P-186,U4,178,226,54,225,310,147
P-156,U4,65,0,130,112,73,240
P-135,U4,116,73,122,161,139,230
P-371,U4,62,196,153,110,287,205
P-189,U4,183,73,88,239,136,175
P-32,U4,0,190,97,44,260,195
P-171,U4,0,135,82,50,190,175
P-242,U4,175,0,69,228,69,158
P-87,U4,0,0,58,53,54,165
P-322,U4,71,76,0,116,142,102
P-234,U4,71,76,102,114,141,206
P-307,U4,71,152,132,153,195,228
P-146,U4,119,273,0,175,318,100
P-85,U4,0,190,195,44,258,242
P-40,U4,178,226,147,223,296,237
P-317,U4,175,0,158,228,50,244
P-355,U4,0,0,165,52,45,225
P-400,U4,0,135,175,50,187,239
P-276,U4,183,73,175,229,135,244
P-53,U4,119,273,100,172,317,206
P-271,U4,0,276,0,44,317,92
P-28,U1,0,0,0,64,81,95
P-247,U1,64,0,0,126,79,98
P-398,U1,126,0,0,178,85,103
P-192,U1,64,79,0,118,153,76
P-102,U1,0,81,0,64,151,106
P-99,U1,118,85,0,186,155,71
P-65,U1,0,151,0,50,229,110
P-244,U1,50,153,0,112,228,76
P-93,U1,112,155,0,180,247,88
P-19,U1,118,85,71,169,154,158
P-61,U1,0,229,0,95,286,109
P-227,U1,95,247,0,168,306,96
P-391,U1,112,155,88,177,242,161
P-384,U1,50,153,76,110,222,149
P-170,U1,178,0,0,222,81,100
P-375,U1,168,247,0,216,314,97
P-76,U1,180,155,0,220,247,96
P-269,U1,64,0,98,120,74,156
P-230,U1,0,229,109,86,275,157
P-381,U1,0,81,106,64,150,154
P-278,U1,64,79,76,108,152,156
P-289,U1,95,247,96,165,290,162
P-179,U1,0,0,95,63,73,157
P-397,U1,126,0,103,177,80,162
P-48,U1,168,247,97,216,312,150
P-392,U1,180,155,96,220,242,159
P-288,U2,0,0,0,61,94,101
P-166,U2,0,94,0,84,156,103
P-33,U2,61,0,0,134,90,89
P-59,U2,134,0,0,213,49,85
P-241,U2,134,49,0,205,140,74
P-120,U2,84,140,0,158,188,91
P-11,U2,0,156,0,80,211,81
P-263,U2,80,188,0,163,244,98
P-198,U2,0,211,0,74,270,84
P-39,U2,163,140,0,224,204,96
P-341,U2,74,244,0,146,301,87
P-382,U2,163,204,0,206,306,106
P-63,U2,134,49,74,203,134,149
P-339,U2,0,156,81,76,210,157
P-373,U2,61,0,89,123,84,161
P-194,U2,0,270,0,71,318,109
P-354,U2,74,244,87,144,296,157
P-152,U2,0,0,101,57,67,150
P-14,U2,80,188,98,161,234,143
P-66,U2,84,90,0,134,137,86
P-361,U2,0,94,103,65,155,154
P-182,U2,0,211,84,70,256,162
P-260,U2,163,204,106,206,303,155
P-209,U2,134,0,85,206,44,160
P-153,U2,163,140,96,214,204,158
P-7,NONE,-1,-1,-1,-1,-1,-1
P-8,NONE,-1,-1,-1,-1,-1,-1
P-13,NONE,-1,-1,-1,-1,-1,-1
P-18,NONE,-1,-1,-1,-1,-1,-1
P-21,NONE,-1,-1,-1,-1,-1,-1
P-22,NONE,-1,-1,-1,-1,-1,-1
P-24,NONE,-1,-1,-1,-1,-1,-1
P-30,NONE,-1,-1,-1,-1,-1,-1
P-31,NONE,-1,-1,-1,-1,-1,-1
P-34,NONE,-1,-1,-1,-1,-1,-1
P-35,NONE,-1,-1,-1,-1,-1,-1
P-38,NONE,-1,-1,-1,-1,-1,-1
P-43,NONE,-1,-1,-1,-1,-1,-1
P-47,NONE,-1,-1,-1,-1,-1,-1
P-51,NONE,-1,-1,-1,-1,-1,-1
P-52,NONE,-1,-1,-1,-1,-1,-1
P-54,NONE,-1,-1,-1,-1,-1,-1
P-55,NONE,-1,-1,-1,-1,-1,-1
P-56,NONE,-1,-1,-1,-1,-1,-1
P-58,NONE,-1,-1,-1,-1,-1,-1
P-60,NONE,-1,-1,-1,-1,-1,-1
P-62,NONE,-1,-1,-1,-1,-1,-1
P-64,NONE,-1,-1,-1,-1,-1,-1
P-67,NONE,-1,-1,-1,-1,-1,-1
P-70,NONE,-1,-1,-1,-1,-1,-1
P-72,NONE,-1,-1,-1,-1,-1,-1
P-74,NONE,-1,-1,-1,-1,-1,-1
P-77,NONE,-1,-1,-1,-1,-1,-1
P-79,NONE,-1,-1,-1,-1,-1,-1
P-81,NONE,-1,-1,-1,-1,-1,-1
P-83,NONE,-1,-1,-1,-1,-1,-1
P-84,NONE,-1,-1,-1,-1,-1,-1
P-88,NONE,-1,-1,-1,-1,-1,-1
P-89,NONE,-1,-1,-1,-1,-1,-1
P-90,NONE,-1,-1,-1,-1,-1,-1
P-91,NONE,-1,-1,-1,-1,-1,-1
P-95,NONE,-1,-1,-1,-1,-1,-1
P-96,NONE,-1,-1,-1,-1,-1,-1
P-98,NONE,-1,-1,-1,-1,-1,-1
P-100,NONE,-1,-1,-1,-1,-1,-1
P-101,NONE,-1,-1,-1,-1,-1,-1
P-104,NONE,-1,-1,-1,-1,-1,-1
P-107,NONE,-1,-1,-1,-1,-1,-1
P-108,NONE,-1,-1,-1,-1,-1,-1
P-110,NONE,-1,-1,-1,-1,-1,-1
P-111,NONE,-1,-1,-1,-1,-1,-1
P-113,NONE,-1,-1,-1,-1,-1,-1
P-114,NONE,-1,-1,-1,-1,-1,-1
P-115,NONE,-1,-1,-1,-1,-1,-1
P-116,NONE,-1,-1,-1,-1,-1,-1
P-118,NONE,-1,-1,-1,-1,-1,-1
P-119,NONE,-1,-1,-1,-1,-1,-1
P-121,NONE,-1,-1,-1,-1,-1,-1
P-122,NONE,-1,-1,-1,-1,-1,-1
P-127,NONE,-1,-1,-1,-1,-1,-1
P-128,NONE,-1,-1,-1,-1,-1,-1
P-131,NONE,-1,-1,-1,-1,-1,-1
P-132,NONE,-1,-1,-1,-1,-1,-1
P-137,NONE,-1,-1,-1,-1,-1,-1
P-138,NONE,-1,-1,-1,-1,-1,-1
P-140,NONE,-1,-1,-1,-1,-1,-1
P-141,NONE,-1,-1,-1,-1,-1,-1
P-143,NONE,-1,-1,-1,-1,-1,-1
P-144,NONE,-1,-1,-1,-1,-1,-1
P-149,NONE,-1,-1,-1,-1,-1,-1
P-151,NONE,-1,-1,-1,-1,-1,-1
P-154,NONE,-1,-1,-1,-1,-1,-1
P-155,NONE,-1,-1,-1,-1,-1,-1
P-158,NONE,-1,-1,-1,-1,-1,-1
P-159,NONE,-1,-1,-1,-1,-1,-1
P-160,NONE,-1,-1,-1,-1,-1,-1
P-161,NONE,-1,-1,-1,-1,-1,-1
P-173,NONE,-1,-1,-1,-1,-1,-1
P-174,NONE,-1,-1,-1,-1,-1,-1
P-175,NONE,-1,-1,-1,-1,-1,-1
P-176,NONE,-1,-1,-1,-1,-1,-1
P-178,NONE,-1,-1,-1,-1,-1,-1
P-184,NONE,-1,-1,-1,-1,-1,-1
P-190,NONE,-1,-1,-1,-1,-1,-1
P-191,NONE,-1,-1,-1,-1,-1,-1
P-193,NONE,-1,-1,-1,-1,-1,-1
P-195,NONE,-1,-1,-1,-1,-1,-1
P-196,NONE,-1,-1,-1,-1,-1,-1
P-197,NONE,-1,-1,-1,-1,-1,-1
P-200,NONE,-1,-1,-1,-1,-1,-1
P-201,NONE,-1,-1,-1,-1,-1,-1
P-203,NONE,-1,-1,-1,-1,-1,-1
P-204,NONE,-1,-1,-1,-1,-1,-1
P-208,NONE,-1,-1,-1,-1,-1,-1
P-210,NONE,-1,-1,-1,-1,-1,-1
P-213,NONE,-1,-1,-1,-1,-1,-1
P-223,NONE,-1,-1,-1,-1,-1,-1
P-225,NONE,-1,-1,-1,-1,-1,-1
P-228,NONE,-1,-1,-1,-1,-1,-1
P-229,NONE,-1,-1,-1,-1,-1,-1
P-231,NONE,-1,-1,-1,-1,-1,-1
P-233,NONE,-1,-1,-1,-1,-1,-1
P-235,NONE,-1,-1,-1,-1,-1,-1
P-237,NONE,-1,-1,-1,-1,-1,-1
P-239,NONE,-1,-1,-1,-1,-1,-1
P-240,NONE,-1,-1,-1,-1,-1,-1
P-243,NONE,-1,-1,-1,-1,-1,-1
P-245,NONE,-1,-1,-1,-1,-1,-1
P-246,NONE,-1,-1,-1,-1,-1,-1
P-249,NONE,-1,-1,-1,-1,-1,-1
P-250,NONE,-1,-1,-1,-1,-1,-1
P-251,NONE,-1,-1,-1,-1,-1,-1
P-253,NONE,-1,-1,-1,-1,-1,-1
P-254,NONE,-1,-1,-1,-1,-1,-1
P-256,NONE,-1,-1,-1,-1,-1,-1
P-259,NONE,-1,-1,-1,-1,-1,-1
P-261,NONE,-1,-1,-1,-1,-1,-1
P-262,NONE,-1,-1,-1,-1,-1,-1
P-267,NONE,-1,-1,-1,-1,-1,-1
P-268,NONE,-1,-1,-1,-1,-1,-1
P-279,NONE,-1,-1,-1,-1,-1,-1
P-281,NONE,-1,-1,-1,-1,-1,-1
P-286,NONE,-1,-1,-1,-1,-1,-1
P-287,NONE,-1,-1,-1,-1,-1,-1
P-290,NONE,-1,-1,-1,-1,-1,-1
P-292,NONE,-1,-1,-1,-1,-1,-1
P-293,NONE,-1,-1,-1,-1,-1,-1
P-294,NONE,-1,-1,-1,-1,-1,-1
P-296,NONE,-1,-1,-1,-1,-1,-1
P-298,NONE,-1,-1,-1,-1,-1,-1
P-301,NONE,-1,-1,-1,-1,-1,-1
P-302,NONE,-1,-1,-1,-1,-1,-1
P-303,NONE,-1,-1,-1,-1,-1,-1
P-306,NONE,-1,-1,-1,-1,-1,-1
P-308,NONE,-1,-1,-1,-1,-1,-1
P-309,NONE,-1,-1,-1,-1,-1,-1
P-311,NONE,-1,-1,-1,-1,-1,-1
P-312,NONE,-1,-1,-1,-1,-1,-1
P-314,NONE,-1,-1,-1,-1,-1,-1
P-316,NONE,-1,-1,-1,-1,-1,-1
P-318,NONE,-1,-1,-1,-1,-1,-1
P-321,NONE,-1,-1,-1,-1,-1,-1
P-323,NONE,-1,-1,-1,-1,-1,-1
P-325,NONE,-1,-1,-1,-1,-1,-1
P-328,NONE,-1,-1,-1,-1,-1,-1
P-330,NONE,-1,-1,-1,-1,-1,-1
P-331,NONE,-1,-1,-1,-1,-1,-1
P-332,NONE,-1,-1,-1,-1,-1,-1
P-334,NONE,-1,-1,-1,-1,-1,-1
P-337,NONE,-1,-1,-1,-1,-1,-1
P-338,NONE,-1,-1,-1,-1,-1,-1
P-340,NONE,-1,-1,-1,-1,-1,-1
P-342,NONE,-1,-1,-1,-1,-1,-1
P-343,NONE,-1,-1,-1,-1,-1,-1
P-344,NONE,-1,-1,-1,-1,-1,-1
P-347,NONE,-1,-1,-1,-1,-1,-1
P-348,NONE,-1,-1,-1,-1,-1,-1
P-349,NONE,-1,-1,-1,-1,-1,-1
P-351,NONE,-1,-1,-1,-1,-1,-1
P-358,NONE,-1,-1,-1,-1,-1,-1
P-359,NONE,-1,-1,-1,-1,-1,-1
P-362,NONE,-1,-1,-1,-1,-1,-1
P-364,NONE,-1,-1,-1,-1,-1,-1
P-367,NONE,-1,-1,-1,-1,-1,-1
P-368,NONE,-1,-1,-1,-1,-1,-1
P-369,NONE,-1,-1,-1,-1,-1,-1
P-370,NONE,-1,-1,-1,-1,-1,-1
P-372,NONE,-1,-1,-1,-1,-1,-1
P-374,NONE,-1,-1,-1,-1,-1,-1
P-376,NONE,-1,-1,-1,-1,-1,-1
P-377,NONE,-1,-1,-1,-1,-1,-1
P-379,NONE,-1,-1,-1,-1,-1,-1
P-383,NONE,-1,-1,-1,-1,-1,-1
P-386,NONE,-1,-1,-1,-1,-1,-1
P-388,NONE,-1,-1,-1,-1,-1,-1
P-389,NONE,-1,-1,-1,-1,-1,-1
P-390,NONE,-1,-1,-1,-1,-1,-1
P-395,NONE,-1,-1,-1,-1,-1,-1
P-396,NONE,-1,-1,-1,-1,-1,-1
P-399,NONE,-1,-1,-1,-1,-1,-1
